,sandwich_name,sandwich_description,restaurant_name,bread_type,sandwich_length,calories,calories_from_fat,total_fat,saturated_fat,trans_fat,cholesterol,sodium,total_carbohydrates,dietary_fiber,sugars,protein,Unnamed: 0,sandwich_id,sandwich_type
100,Classic Italian ," with capicola, salami, ham, pepperoni, provolone, olives, lettuce, red onions, banana peppers and red wine vinaigrette",Quiznos,Bread is a white baguette unless otherwise noted in the description,"4"" Sub",450,210,23,8.0,0.0,55,1350,40,3,5.0,21,,,
101,Classic Italian ," with capicola, salami, ham, pepperoni, provolone, olives, lettuce, red onions, banana peppers and red wine vinaigrette",Quiznos,Bread is a white baguette unless otherwise noted in the description,"8"" Sub",890,430,48,15.0,1.0,90,2540,79,5,10.0,38,,,
102,Classic Italian ," with capicola, salami, ham, pepperoni, provolone, olives, lettuce, red onions, banana peppers and red wine vinaigrette",Quiznos,Bread is a white baguette unless otherwise noted in the description,"12"" Sub",1260,560,63,22.0,1.0,160,3760,115,8,13.0,61,,,
103,Classic Italian ," with capicola, salami, ham, pepperoni, provolone, olives, lettuce, red onions, banana peppers and red wine vinaigrette",Quiznos,Bread is a white baguette unless otherwise noted in the description,Sammie,330,240,26,9.0,0.0,65,1240,37,1,3.0,18,,,
104,Turkey Ranch & Swiss ," with lettuce, tomatoes, onions",Quiznos,Bread is a white baguette unless otherwise noted in the description,"4"" Sub",340,110,12,4.5,0.0,40,980,37,2,4.0,20,,,
105,Turkey Ranch & Swiss ," with lettuce, tomatoes, onions",Quiznos,Bread is a white baguette unless otherwise noted in the description,"8"" Sub",670,220,25,9.0,0.0,75,1870,73,4,7.0,39,,,
106,Turkey Ranch & Swiss ," with lettuce, tomatoes, onions",Quiznos,Bread is a white baguette unless otherwise noted in the description,"12"" Sub",1010,340,38,13.0,0.5,115,2840,110,7,10.0,58,,,
107,Turkey Ranch & Swiss ," with lettuce, tomatoes, onions",Quiznos,Bread is a white baguette unless otherwise noted in the description,Sammie,340,140,16,4.5,0.0,40,970,31,4,3.0,19,,,
108,Spicy Monterey ," with turkey, ham, provolone, pickles, lettuce, tomatoes, mayo, four pepper chili sauce",Quiznos,Bread is a white baguette unless otherwise noted in the description,"4"" Sub",300,70,8,3.0,0.0,35,1140,41,2,7.0,19,,,
109,Spicy Monterey ," with turkey, ham, provolone, pickles, lettuce, tomatoes, mayo, four pepper chili sauce",Quiznos,Bread is a white baguette unless otherwise noted in the description,"8"" Sub",600,140,15,6.0,0.0,65,2270,81,4,13.0,38,,,
110,Spicy Monterey ," with turkey, ham, provolone, pickles, lettuce, tomatoes, mayo, four pepper chili sauce",Quiznos,Bread is a white baguette unless otherwise noted in the description,"12"" Sub",920,230,25,10.0,0.5,90,3440,124,6,22.0,54,,,
111,Spicy Monterey ," with turkey, ham, provolone, pickles, lettuce, tomatoes, mayo, four pepper chili sauce",Quiznos,Bread is a white baguette unless otherwise noted in the description,Sammie,300,90,10,3.0,0.0,35,1120,35,4,7.0,18,,,
112,Tuna Melt ," with tuna salad, cheddar, pickles, tomatoes (salad recipe with red wine vinaigrette)",Quiznos,Bread is a white baguette unless otherwise noted in the description,"4"" Sub",330,100,11,4.5,0.0,40,930,38,2,3.0,22,,,
113,Tuna Melt ," with tuna salad, cheddar, pickles, tomatoes (salad recipe with red wine vinaigrette)",Quiznos,Bread is a white baguette unless otherwise noted in the description,"8"" Sub",660,200,22,9.0,0.0,75,1850,76,3,6.0,44,,,
114,Tuna Melt ," with tuna salad, cheddar, pickles, tomatoes (salad recipe with red wine vinaigrette)",Quiznos,Bread is a white baguette unless otherwise noted in the description,"12"" Sub",990,290,32,14.0,0.0,115,2770,114,5,9.0,66,,,
115,Tuna Melt ," with tuna salad, cheddar, pickles, tomatoes (salad recipe with red wine vinaigrette)",Quiznos,Bread is a white baguette unless otherwise noted in the description,Sammie,330,120,13,4.5,0.0,40,880,32,4,3.0,21,,,
116,Ultimate Turkey Club ," with bacon, cheddar, lettuce, tomatoes, mayo (salad recipe with ranch)",Quiznos,Bread is a white baguette unless otherwise noted in the description,"4"" Sub",370,130,14,6.0,0.0,50,1200,37,2,4.0,23,,,
117,Ultimate Turkey Club ," with bacon, cheddar, lettuce, tomatoes, mayo (salad recipe with ranch)",Quiznos,Bread is a white baguette unless otherwise noted in the description,"8"" Sub",740,260,29,11.0,0.0,100,2400,73,4,7.0,47,,,
118,Ultimate Turkey Club ," with bacon, cheddar, lettuce, tomatoes, mayo (salad recipe with ranch)",Quiznos,Bread is a white baguette unless otherwise noted in the description,"12"" Sub",1120,400,44,17.0,0.0,150,3640,109,6,10.0,70,,,
119,Ultimate Turkey Club ," with bacon, cheddar, lettuce, tomatoes, mayo (salad recipe with ranch)",Quiznos,Bread is a white baguette unless otherwise noted in the description,Sammie,370,160,17,6.0,0.0,50,1190,30,4,3.0,22,,,
120,Honey Bacon Club ," with turkey, ham, bacon, swiss, lettuce, tomatoes, onions, honey french dressing",Quiznos,Bread is a white baguette unless otherwise noted in the description,"4"" Sub",420,150,16,6.0,0.0,45,1170,44,2,11.0,24,,,
121,Honey Bacon Club ," with turkey, ham, bacon, swiss, lettuce, tomatoes, onions, honey french dressing",Quiznos,Bread is a white baguette unless otherwise noted in the description,"8"" Sub",830,290,32,11.0,0.0,95,2340,88,4,20.0,47,,,
122,Honey Bacon Club ," with turkey, ham, bacon, swiss, lettuce, tomatoes, onions, honey french dressing",Quiznos,Bread is a white baguette unless otherwise noted in the description,"12"" Sub",1270,450,50,17.0,0.5,140,3530,133,6,32.0,71,,,
123,Honey Bacon Club ," with turkey, ham, bacon, swiss, lettuce, tomatoes, onions, honey french dressing",Quiznos,Bread is a white baguette unless otherwise noted in the description,Sammie,430,180,19,6.0,0.0,45,1150,39,4,11.0,23,,,
124,Traditional Club ," with black angus steak, turkey, ham, cheddar, lettuce, black olives, tomatoes, onions, ranch",Quiznos,Bread is a white baguette unless otherwise noted in the description,"4"" Sub",360,130,15,5.0,0.0,45,1110,38,2,4.0,20,,,
125,Traditional Club ," with black angus steak, turkey, ham, cheddar, lettuce, black olives, tomatoes, onions, ranch",Quiznos,Bread is a white baguette unless otherwise noted in the description,"8"" Sub",720,270,30,10.0,0.0,90,2220,76,4,9.0,39,,,
126,Traditional Club ," with black angus steak, turkey, ham, cheddar, lettuce, black olives, tomatoes, onions, ranch",Quiznos,Bread is a white baguette unless otherwise noted in the description,"12"" Sub",1100,420,46,15.0,0.0,135,3360,114,6,13.0,58,,,
127,Traditional Club ," with black angus steak, turkey, ham, cheddar, lettuce, black olives, tomatoes, onions, ranch",Quiznos,Bread is a white baguette unless otherwise noted in the description,Sammie,370,160,18,5.0,0.0,45,1100,32,4,4.0,19,,,
128,Chipotle Turkey ," with cheddar, lettuce, tomatoes, onions, chipotle mayo",Quiznos,Bread is a white baguette unless otherwise noted in the description,"4"" Sub",390,170,18,6.0,0.0,40,1010,36,2,4.0,19,,,
129,Chipotle Turkey ," with cheddar, lettuce, tomatoes, onions, chipotle mayo",Quiznos,Bread is a white baguette unless otherwise noted in the description,"8"" Sub",770,330,37,11.0,0.0,85,2030,72,4,7.0,38,,,
130,Chipotle Turkey ," with cheddar, lettuce, tomatoes, onions, chipotle mayo",Quiznos,Bread is a white baguette unless otherwise noted in the description,"12"" Sub",1170,520,58,17.0,0.5,130,3080,108,7,10.0,57,,,
131,Chipotle Turkey ," with cheddar, lettuce, tomatoes, onions, chipotle mayo",Quiznos,Bread is a white baguette unless otherwise noted in the description,Sammie,400,210,23,6.0,0.0,45,1010,30,4,3.0,18,,,
132,Turkey Bacon Guacamole ," with provolone, lettuce, tomatoes, onions, ranch",Quiznos,Bread is a white baguette unless otherwise noted in the description,"4"" Sub",420,170,18,5.0,0.0,45,1240,39,3,4.0,24,,,
133,Turkey Bacon Guacamole ," with provolone, lettuce, tomatoes, onions, ranch",Quiznos,Bread is a white baguette unless otherwise noted in the description,"8"" Sub",840,330,37,11.0,0.0,90,2490,79,7,9.0,49,,,
134,Turkey Bacon Guacamole ," with provolone, lettuce, tomatoes, onions, ranch",Quiznos,Bread is a white baguette unless otherwise noted in the description,"12"" Sub",1260,510,57,16.0,1.0,140,3760,116,10,11.0,72,,,
135,Turkey Bacon Guacamole ," with provolone, lettuce, tomatoes, onions, ranch",Quiznos,Bread is a white baguette unless otherwise noted in the description,Sammie,420,200,22,6.0,0.0,45,1240,33,5,4.0,23,,,
136,Black Angus Steakhouse ," with provolone, cheddar, sauteed mushrooms & onions, grille sauce on rosemary parmesan bread",Quiznos,Bread is a white baguette unless otherwise noted in the description,"4"" Sub",390,120,13,6.0,0.0,50,1010,44,2,9.0,23,,,
137,Black Angus Steakhouse ," with provolone, cheddar, sauteed mushrooms & onions, grille sauce on rosemary parmesan bread",Quiznos,Bread is a white baguette unless otherwise noted in the description,"8"" Sub",780,240,27,13.0,0.0,100,2010,88,4,19.0,47,,,
138,Black Angus Steakhouse ," with provolone, cheddar, sauteed mushrooms & onions, grille sauce on rosemary parmesan bread",Quiznos,Bread is a white baguette unless otherwise noted in the description,"12"" Sub",1170,360,40,19.0,0.5,150,3060,134,6,30.0,70,,,
139,Black Angus Steakhouse ," with provolone, cheddar, sauteed mushrooms & onions, grille sauce on rosemary parmesan bread",Quiznos,Bread is a white baguette unless otherwise noted in the description,Sammie,390,140,15,6.0,0.0,50,1000,39,4,10.0,23,,,
140,Peppercorn Steak ," with provolone, sauteed onions, peppercorn sauce",Quiznos,Bread is a white baguette unless otherwise noted in the description,"4"" Sub",420,190,21,5.0,0.0,50,920,38,2,3.0,20,,,
141,Peppercorn Steak ," with provolone, sauteed onions, peppercorn sauce",Quiznos,Bread is a white baguette unless otherwise noted in the description,"8"" Sub",840,380,42,11.0,1.0,95,1830,76,4,6.0,40,,,
142,Peppercorn Steak ," with provolone, sauteed onions, peppercorn sauce",Quiznos,Bread is a white baguette unless otherwise noted in the description,"12"" Sub",1290,590,66,16.0,1.0,145,2780,114,6,10.0,60,,,
143,Peppercorn Steak ," with provolone, sauteed onions, peppercorn sauce",Quiznos,Bread is a white baguette unless otherwise noted in the description,Sammie,440,230,26,6.0,0.0,50,910,32,4,3.0,19,,,
144,French Dip ," with sauteed onions, swiss, horseradish sauce, side of au jus",Quiznos,Bread is a white baguette unless otherwise noted in the description,"4"" Sub",400,150,16,4.5,0.0,50,1670,40,2,5.0,22,,,
145,French Dip ," with sauteed onions, swiss, horseradish sauce, side of au jus",Quiznos,Bread is a white baguette unless otherwise noted in the description,"8"" Sub",760,270,30,9.0,0.0,95,2510,79,4,10.0,42,,,
146,French Dip ," with sauteed onions, swiss, horseradish sauce, side of au jus",Quiznos,Bread is a white baguette unless otherwise noted in the description,"12"" Sub",1140,410,45,14.0,0.5,145,3370,119,6,16.0,62,,,
147,French Dip ," with sauteed onions, swiss, horseradish sauce, side of au jus",Quiznos,Bread is a white baguette unless otherwise noted in the description,Sammie,400,170,19,5.0,0.0,50,1650,34,4,5.0,21,,,
148,Chipotle Steak & Cheddar ," with sauteed peppers & onions, chipotle mayo",Quiznos,Bread is a white baguette unless otherwise noted in the description,"4"" Sub",420,200,22,6.0,0.0,50,990,36,2,3.0,20,,,
149,Chipotle Steak & Cheddar ," with sauteed peppers & onions, chipotle mayo",Quiznos,Bread is a white baguette unless otherwise noted in the description,"8"" Sub",840,400,44,13.0,0.0,100,1960,73,4,6.0,39,,,
150,Chipotle Steak & Cheddar ," with sauteed peppers & onions, chipotle mayo",Quiznos,Bread is a white baguette unless otherwise noted in the description,"12"" Sub",1290,610,68,19.0,0.5,150,2990,110,6,8.0,59,,,
151,Chipotle Steak & Cheddar ," with sauteed peppers & onions, chipotle mayo",Quiznos,Bread is a white baguette unless otherwise noted in the description,Sammie,440,240,26,7.0,0.0,50,980,30,4,2.0,19,,,
152,Mesquite ," with bacon, cheddar, lettuce, tomatoes, onions, ranch",Quiznos,Bread is a white baguette unless otherwise noted in the description,"4"" Sub",400,150,17,6.0,0.0,60,1110,37,2,4.0,27,,,
153,Mesquite ," with bacon, cheddar, lettuce, tomatoes, onions, ranch",Quiznos,Bread is a white baguette unless otherwise noted in the description,"8"" Sub",800,300,33,12.0,0.0,125,2230,73,4,7.0,53,,,
154,Mesquite ," with bacon, cheddar, lettuce, tomatoes, onions, ranch",Quiznos,Bread is a white baguette unless otherwise noted in the description,"12"" Sub",1210,460,51,18.0,0.0,185,3370,109,6,10.0,79,,,
155,Mesquite ," with bacon, cheddar, lettuce, tomatoes, onions, ranch",Quiznos,Bread is a white baguette unless otherwise noted in the description,Sammie,410,180,20,6.0,0.0,65,1110,30,4,3.0,26,,,
156,Baja ," with bacon, cheddar, onions, BBQ sauce, chipotle mayo",Quiznos,Bread is a white baguette unless otherwise noted in the description,"4"" Sub",400,140,16,6.0,0.0,60,1190,38,1,5.0,26,,,
157,Baja ," with bacon, cheddar, onions, BBQ sauce, chipotle mayo",Quiznos,Bread is a white baguette unless otherwise noted in the description,"8"" Sub",800,290,32,12.0,0.0,120,2370,76,3,11.0,52,,,
158,Baja ," with bacon, cheddar, onions, BBQ sauce, chipotle mayo",Quiznos,Bread is a white baguette unless otherwise noted in the description,"12"" Sub",1220,450,49,18.0,0.0,180,3610,114,4,17.0,78,,,
159,Baja ," with bacon, cheddar, onions, BBQ sauce, chipotle mayo",Quiznos,Bread is a white baguette unless otherwise noted in the description,Sammie,410,170,19,6.0,0.0,60,1190,32,3,6.0,25,,,
160,Carbonara ," with bacon, provolone, sauteed mushrooms, parmesan alfredo sauce",Quiznos,Bread is a white baguette unless otherwise noted in the description,"4"" Sub",440,190,21,6.0,0.0,55,1110,36,2,3.0,27,,,
161,Carbonara ," with bacon, provolone, sauteed mushrooms, parmesan alfredo sauce",Quiznos,Bread is a white baguette unless otherwise noted in the description,"8"" Sub",890,380,42,12.0,0.5,115,2220,73,3,7.0,54,,,
162,Carbonara ," with bacon, provolone, sauteed mushrooms, parmesan alfredo sauce",Quiznos,Bread is a white baguette unless otherwise noted in the description,"12"" Sub",1350,580,65,18.0,1.0,175,3360,110,5,10.0,82,,,
163,Carbonara ," with bacon, provolone, sauteed mushrooms, parmesan alfredo sauce",Quiznos,Bread is a white baguette unless otherwise noted in the description,Sammie,460,220,25,6.0,0.0,60,1100,30,3,3.0,26,,,
164,Honey Mustard ," with bacon, swiss, lettuce, tomatoes, onions",Quiznos,Bread is a white baguette unless otherwise noted in the description,"4"" Sub",430,160,18,6.0,0.0,60,1000,40,2,6.0,27,,,
165,Honey Mustard ," with bacon, swiss, lettuce, tomatoes, onions",Quiznos,Bread is a white baguette unless otherwise noted in the description,"8"" Sub",850,320,36,11.0,0.5,120,1990,80,4,12.0,53,,,
166,Honey Mustard ," with bacon, swiss, lettuce, tomatoes, onions",Quiznos,Bread is a white baguette unless otherwise noted in the description,"12"" Sub",1300,490,55,17.0,1.0,180,3010,120,6,19.0,80,,,
167,Honey Mustard ," with bacon, swiss, lettuce, tomatoes, onions",Quiznos,Bread is a white baguette unless otherwise noted in the description,Sammie,440,190,21,6.0,0.0,60,980,34,4,7.0,26,,,
168,Southwest Chicken ," with cheddar, guacamole, chipotle mayo",Quiznos,Bread is a white baguette unless otherwise noted in the description,"4"" Sub",430,200,22,6.0,0.0,55,1000,36,3,3.0,22,,,
169,Southwest Chicken ," with cheddar, guacamole, chipotle mayo",Quiznos,Bread is a white baguette unless otherwise noted in the description,"8"" Sub",860,400,45,12.0,0.0,105,2000,73,5,5.0,43,,,
170,Southwest Chicken ," with cheddar, guacamole, chipotle mayo",Quiznos,Bread is a white baguette unless otherwise noted in the description,"12"" Sub",1310,630,70,19.0,0.5,160,3040,109,8,8.0,65,,,
171,Southwest Chicken ," with cheddar, guacamole, chipotle mayo",Quiznos,Bread is a white baguette unless otherwise noted in the description,Sammie,440,240,27,7.0,0.0,55,1000,30,4,2.0,21,,,
172,Apple Harvest ," with chicken, apples, pumpkin seeds, craisins, tomatoes, honey mustard",Quiznos,Bread is a white baguette unless otherwise noted in the description,"4"" Sub",400,140,16,3.0,0.0,25,690,49,3,14.0,16,,,
173,Apple Harvest ," with chicken, apples, pumpkin seeds, craisins, tomatoes, honey mustard",Quiznos,Bread is a white baguette unless otherwise noted in the description,"8"" Sub",790,290,32,6.0,0.0,50,1380,97,7,28.0,32,,,
174,Apple Harvest ," with chicken, apples, pumpkin seeds, craisins, tomatoes, honey mustard",Quiznos,Bread is a white baguette unless otherwise noted in the description,"12"" Sub",1210,450,50,10.0,0.5,80,2100,147,10,42.0,47,,,
175,Apple Harvest ," with chicken, apples, pumpkin seeds, craisins, tomatoes, honey mustard",Quiznos,Bread is a white baguette unless otherwise noted in the description,Sammie,410,180,20,3.5,0.0,25,670,43,5,14.0,15,,,
176,Italian Meatball ," with meatballs and marinara, double portion of provolone",Quiznos,Bread is a white baguette unless otherwise noted in the description,"4"" Sub",460,190,21,8.0,0.0,50,1010,44,4,6.0,26,,,
177,Italian Meatball ," with meatballs and marinara, double portion of provolone",Quiznos,Bread is a white baguette unless otherwise noted in the description,"8"" Sub",930,380,43,16.0,0.5,100,2020,88,8,12.0,53,,,
178,Italian Meatball ," with meatballs and marinara, double portion of provolone",Quiznos,Bread is a white baguette unless otherwise noted in the description,"12"" Sub",1390,570,64,24.0,1.0,150,3030,132,11,18.0,79,,,
179,Italian Meatball ," with meatballs and marinara, double portion of provolone",Quiznos,Bread is a white baguette unless otherwise noted in the description,Sammie,460,210,23,8.0,0.0,50,970,38,6,5.0,25,,,
180,Lobster & Seafood Salad ," with lobster & seafood salad, shredded lettuce",Quiznos,Bread is a white baguette unless otherwise noted in the description,"4"" Sub",300,100,11,5.0,0.0,35,850,40,2,3.0,12,,,
181,Lobster & Seafood Salad ," with lobster & seafood salad, shredded lettuce",Quiznos,Bread is a white baguette unless otherwise noted in the description,"8"" Sub",610,200,22,10.0,0.5,70,1690,80,5,6.0,24,,,
182,Lobster & Seafood Salad ," with lobster & seafood salad, shredded lettuce",Quiznos,Bread is a white baguette unless otherwise noted in the description,"12"" Sub",910,300,33,15.0,1.0,100,2540,120,7,10.0,35,,,
183,Lobster & Seafood Salad ," with lobster & seafood salad, shredded lettuce",Quiznos,Bread is a white baguette unless otherwise noted in the description,Sammie,300,120,13,5.0,0.0,35,810,34,4,3.0,11,,,
184,Panera Whole Chipotle Bacon Melt ,,Panera,,Whole,900,470,52,27.0,1.0,150,1960,67,2,11.0,42,,,
185,Panera Half Chipotle Bacon Melt ,,Panera,,Half,450,230,26,14.0,0.5,75,980,34,1,5.0,21,,,
186,Panera Whole Chipotle Chicken Avocado Melt ,,Panera,,Whole,850,370,41,14.0,0.0,110,2080,80,8,5.0,41,,,
187,Panera Half Chipotle Chicken Avocado Melt ,,Panera,,Half,430,190,21,7.0,0.0,55,1040,40,4,2.0,21,,,
188,Panera Whole Chipotle Chicken Avocado Melt ,,Panera,,Whole,850,370,41,14.0,0.0,110,2080,80,8,5.0,41,,,
189,Panera Half Chipotle Chicken Avocado Melt ,,Panera,,Half,430,190,21,7.0,0.0,55,1040,40,4,2.0,21,,,
190,Panera Whole Classic Grilled Cheese ,,Panera,,Whole,700,320,35,22.0,1.0,110,1730,67,2,10.0,31,,,
191,Panera Half Classic Grilled Cheese ,,Panera,,Half,350,160,18,11.0,0.5,55,870,33,1,5.0,16,,,
192,Panera Whole Frontega Chicken Panini ,,Panera,,Whole,730,260,29,9.0,0.0,80,2110,79,5,5.0,39,,,
193,Panera Half Frontega Chicken Panini ,,Panera,,Half,360,130,14,4.5,0.0,40,1050,39,2,3.0,19,,,
194,Panera Full Bacon Turkey Bravo Sandwich ,,Panera,,Whole,640,190,21,9.0,0.0,95,1680,68,3,7.0,45,,,
195,Panera Full Napa Almond Chicken Salad Sandwich ,,Panera,,Whole,630,290,32,5.0,0.0,70,750,62,5,12.0,28,,,
196,Panera Full Roasted Turkey & Avocado BLT ,,Panera,,Whole,690,320,35,7.0,0.0,80,1310,53,7,4.0,43,,,
197,Panera Half Bacon Turkey Bravo Sandwich ,,Panera,,Whole,320,100,11,4.5,0.0,50,840,34,2,3.0,23,,,
198,Panera Half Napa Almond Chicken Salad Sandwich ,,Panera,,Whole,320,140,16,2.5,0.0,35,380,31,2,6.0,14,,,
199,Panera Half Roasted Turkey & Avocado BLT ,,Panera,,Whole,340,160,18,3.5,0.0,40,650,27,3,2.0,21,,,
200,Panera Whole Heritage Ham & Swiss Sandwich ,,Panera,,Whole,630,280,31,11.0,0.0,100,1390,48,3,2.0,41,,,
201,Panera Half Heritage Ham & Swiss Sandwich ,,Panera,,Half,320,140,15,6.0,0.0,50,690,24,1,1.0,21,,,
202,Panera Whole Mediterranean Veggie Sandwich ,,Panera,,Whole,470,110,13,3.0,0.0,10,1150,68,6,8.0,18,,,
203,Panera Half Mediterranean Veggie Sandwich ,,Panera,,Half,220,60,6,1.5,0.0,5,630,33,3,4.0,9,,,
204,Panera Whole Modern Caprese Sandwich ,,Panera,,Whole,860,350,39,19.0,1.0,65,2180,85,6,11.0,43,,,
205,Panera Half Modern Caprese Sandwich ,,Panera,,Half,430,180,20,10.0,0.0,35,1090,43,3,6.0,24,,,
206,Panera Whole Smokehouse BBQ Chicken Sandwich ,,Panera,,Whole,760,270,30,15.0,1.0,120,1880,81,3,18.0,41,,,
207,Panera Half Smokehouse BBQ Chicken Sandwich ,,Panera,,Half,380,130,15,7.0,0.0,60,940,41,1,9.0,21,,,
208,Panera Whole Steak & White Cheddar Panini ,,Panera,,Whole,870,330,37,15.0,1.0,120,1490,87,4,7.0,48,,,
209,Panera Half Steak & White Cheddar Panini ,,Panera,,Half,430,170,18,7.0,0.0,60,740,43,2,4.0,24,,,
210,Panera Whole Teriyaki Chicken Sandwich ,,Panera,,Whole,870,330,37,7.0,0.0,125,1760,93,4,14.0,42,,,
211,Panera Half Teriyaki Chicken Sandwich ,,Panera,,Half,430,170,18,3.5,0.0,60,880,46,2,7.0,21,,,
212,Panera Full Tuna Salad Sandwich ,,Panera,,Full,640,310,34,5.0,0.0,40,1350,58,4,5.0,28,,,
213,Panera Half Tuna Salad Sandwich ,,Panera,,Half,320,150,17,2.5,0.0,20,680,29,2,3.0,14,,,
214,"Subway 6"" Chipotle Chicken and Cheese ",,Subway,,,450,,18.0,,0.0,70,,46,5,,7,0.0,,
215,"Subway 6"" B.L.T. ",,Subway,,,340,,13.0,,0.0,35,,37,2,,5,1.0,,
216,"Subway 6"" BBQ Rib Sandwich ",,Subway,,,580,,31.0,,0.0,60,,54,3,,18,2.0,,
217,"Subway 6"" Bi Hot Pastrai ",,Subway,,,580,,31.0,,0.0,85,,47,5,,7,3.0,,
218,"Subway 6"" Black Forest Ha ",,Subway,,,260,,4.0,,0.0,25,,41,5,,6,4.0,,
219,"Subway 6"" Buffalo Chicken Sandwich ",,Subway,,,340,,12.0,,0.0,50,,39,3,,5,5.0,,
220,"Subway 6"" Chicken & Bacon Ranch Melt ",,Subway,,,570,,28.0,,1.0,95,,47,5,,8,6.0,,
221,Subway Chicken Cordon Bleu Melt ,,Subway,,,410,,9.0,,0.0,75,,53,5,,13,7.0,,
222,"Subway 6"" Chicken Mano Curry Sandwich ",,Subway,,,330,,7.0,,0.0,50,,43,3,,8,8.0,,
223,"Subway 6"" Chicken Pizziola Melt ",,Subway,,,460,,16.0,,0.0,80,,49,6,,9,9.0,,
224,"Subway 6"" Chicken Tikka Sandwich ",,Subway,,,290,,5.0,,0.0,50,,39,2,,5,10.0,,
225,"Subway 6"" Chicken Vindaloo Sandwich ",,Subway,,,340,,9.0,,0.0,50,,42,3,,6,11.0,,
226,"Subway 6"" Cold Cut Cobo ",,Subway,,,370,,13.0,,0.0,50,,46,5,,7,12.0,,
227,"Subway 6"" Genoa Salai Sandwich ",,Subway,,,430,,23.0,,0.0,60,,40,2,,5,13.0,,
228,Subway Ha & Jack Slider ,,Subway,,,150,,4.5,,0.0,20,,17,1,,1,14.0,,
229,"Subway 6"" Italian B.M.T. ",,Subway,,,410,,16.0,,0.0,45,,46,5,,8,15.0,,
230,Subway Italian Spice Slider ,,Subway,,,230,,14.0,,0.0,30,,18,1,,1,16.0,,
231,Subway Little Cheesesteak Slider ,,Subway,,,180,,7.0,,0.0,15,,19,1,,2,17.0,,
232,Subway Little Turkey Slider ,,Subway,,,200,,10.0,,0.0,25,,17,1,,1,18.0,,
233,"Subway 6"" Meatball Marinara ",,Subway,,,480,,18.0,,1.0,30,,59,8,,12,19.0,,
234,"Subway 6"" Oven Roasted Chicken ",,Subway,,,320,,5.0,,0.0,25,,47,5,,8,20.0,,
235,"Subway 6"" Paneer Tikka Sandwich ",,Subway,,,570,,30.0,,0.5,70,,48,3,,7,21.0,,
236,"Subway 6"" Roast Beef ",,Subway,,,320,,5.0,,0.0,40,,45,5,,7,22.0,,
237,"Subway 6"" Rotisserie Style Chicken ",,Subway,,,350,,6.0,,0.0,50,,44,5,,7,23.0,,
238,"Subway 6"" Southwest Chicken Club Sandwich ",,Subway,,,580,,29.0,,0.0,95,,43,4,,6,24.0,,
239,"Subway 6"" Spicy Italian ",,Subway,,,480,,24.0,,1.0,50,,46,5,,8,25.0,,
240,"Subway 6"" Steak and Cheese ",,Subway,,,380,,10.0,,0.0,50,,48,5,,8,26.0,,
241,"Subway 6"" Subway Club ",,Subway,,,310,,5.0,,0.0,40,,46,5,,7,27.0,,
242,"Subway 6"" Subway Melt (includes cheese) ",,Subway,,,370,,11.0,,0.0,45,,47,5,,8,28.0,,
243,"Subway 6"" Subway Seafood Sensation ",,Subway,,,420,,19.0,,0.0,20,,51,5,,8,29.0,,
244,"Subway 6"" Sweet Onion Chicken Teriyaki ",,Subway,,,380,,5.0,,0.0,50,,59,5,,18,30.0,,
245,"Subway 6"" Tuna ",,Subway,,,470,,24.0,,0.0,30,,44,5,,6,31.0,,
246,"Subway 6"" Turkey & Bacon Avocado ",,Subway,,,390,,13.0,,0.0,30,,49,8,,7,32.0,,
247,"Subway 6"" Turkey Breast ",,Subway,,,280,,4.0,,0.0,20,,46,5,,7,33.0,,
248,"Subway 6"" Turkey Breast & Ha ",,Subway,,,280,,4.0,,0.0,20,,46,5,,8,34.0,,
249,"Subway 6"" Turkey Italiano Melt (with Provolone) ",,Subway,,,490,,24.0,,1.0,50,,47,5,,8,35.0,,
250,"Subway 6"" Veie Delite ",,Subway,,,230,,3.0,,0.0,0,,44,5,,6,36.0,,
251,"Subway 6"" Veie Patty ",,Subway,,,390,,7.0,,0.0,10,,56,8,,8,37.0,,
